month,station_id,station_name,season,monthly_mean_aqi,monthly_mean_pm25,monthly_mean_pm10,good_days,moderate_days,unhealthy_days,aqi_category,primary_pollutant,data_source,data_quality
2025-04,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Summer,153,75.7,135.0,16,14,0,Moderate,PM2.5,DEMO,SIMULATED
2025-04,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Summer,70,37.5,68.9,22,12,0,Satisfactory,PM10,DEMO,SIMULATED
2025-04,BLR_ST12,Yelahanka New Town,Summer,74,39.9,73.1,22,12,0,Satisfactory,PM10,DEMO,SIMULATED
2025-04,BLR_ST13,Electronic City Phase 1,Summer,106,57.4,106.9,21,18,0,Moderate,PM10,DEMO,SIMULATED
2025-04,BLR_ST14,Mysore Road / Nayandahalli,Summer,143,72.6,132.8,13,12,5,Moderate,PM2.5,DEMO,SIMULATED
2025-05,BLR_ST01,Silk Board Junction,Summer,158,77.3,160.9,13,17,0,Moderate,PM2.5,DEMO,SIMULATED
2025-05,BLR_ST02,BTM Layout CAAQMS,Summer,105,52.7,106.0,21,16,0,Moderate,PM10,DEMO,SIMULATED
2025-05,BLR_ST03,Peenya Industrial Area,Summer,223,96.6,167.8,8,17,5,Poor,PM2.5,DEMO,SIMULATED
2025-05,BLR_ST04,Hebbal CAAQMS,Summer,136,70.6,143.7,14,18,0,Moderate,PM2.5,DEMO,SIMULATED
2025-05,BLR_ST05,Whitefield Export Promotion Industrial Park,Summer,116,62.2,122.8,19,18,0,Moderate,PM10,DEMO,SIMULATED
2025-05,BLR_ST06,Indiranagar 100ft Road,Summer,87,43.5,87.2,23,12,0,Satisfactory,PM10,DEMO,SIMULATED
2025-05,BLR_ST07,Jayanagar 4th Block,Summer,72,38.6,71.2,22,14,0,Satisfactory,PM10,DEMO,SIMULATED
2025-05,BLR_ST08,City Railway Station / Majestic,Summer,160,78.0,145.7,13,16,1,Moderate,PM2.5,DEMO,SIMULATED
2025-05,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Summer,85,41.0,84.4,23,12,0,Satisfactory,PM10,DEMO,SIMULATED
2025-05,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Summer,149,74.4,144.9,15,15,0,Moderate,PM2.5,DEMO,SIMULATED
2025-05,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Summer,67,37.4,66.2,25,16,0,Satisfactory,PM10,DEMO,SIMULATED
2025-05,BLR_ST12,Yelahanka New Town,Summer,77,45.3,76.9,21,16,0,Satisfactory,PM10,DEMO,SIMULATED
2025-05,BLR_ST13,Electronic City Phase 1,Summer,111,61.5,115.9,19,15,0,Moderate,PM10,DEMO,SIMULATED
2025-05,BLR_ST14,Mysore Road / Nayandahalli,Summer,150,74.9,144.9,14,17,0,Moderate,PM2.5,DEMO,SIMULATED
2025-06,BLR_ST01,Silk Board Junction,Monsoon,92,51.6,91.8,18,12,0,Satisfactory,PM10,DEMO,SIMULATED
2025-06,BLR_ST02,BTM Layout CAAQMS,Monsoon,71,35.2,70.1,21,18,0,Satisfactory,PM10,DEMO,SIMULATED
2025-06,BLR_ST03,Peenya Industrial Area,Monsoon,110,60.9,113.0,17,14,0,Moderate,PM10,DEMO,SIMULATED
2025-06,BLR_ST04,Hebbal CAAQMS,Monsoon,91,44.1,91.3,19,12,0,Satisfactory,PM10,DEMO,SIMULATED
2025-06,BLR_ST05,Whitefield Export Promotion Industrial Park,Monsoon,84,42.6,83.7,21,18,0,Satisfactory,PM10,DEMO,SIMULATED
2025-06,BLR_ST06,Indiranagar 100ft Road,Monsoon,56,28.2,55.3,26,14,0,Satisfactory,PM10,DEMO,SIMULATED
2025-06,BLR_ST07,Jayanagar 4th Block,Monsoon,46,26.9,45.9,25,14,0,Good,PM10,DEMO,SIMULATED
2025-06,BLR_ST08,City Railway Station / Majestic,Monsoon,95,49.5,95.0,18,18,0,Satisfactory,PM10,DEMO,SIMULATED
2025-06,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Monsoon,54,27.1,52.6,24,17,0,Satisfactory,PM10,DEMO,SIMULATED
2025-06,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Monsoon,91,48.1,90.7,18,17,0,Satisfactory,PM10,DEMO,SIMULATED
2025-06,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Monsoon,45,22.4,41.8,26,18,0,Good,O3,DEMO,SIMULATED
2025-06,BLR_ST12,Yelahanka New Town,Monsoon,50,27.4,49.7,26,17,0,Good,PM10,DEMO,SIMULATED
2025-06,BLR_ST13,Electronic City Phase 1,Monsoon,76,36.6,75.1,24,17,0,Satisfactory,PM10,DEMO,SIMULATED
2025-06,BLR_ST14,Mysore Road / Nayandahalli,Monsoon,89,47.6,89.2,19,13,0,Satisfactory,PM10,DEMO,SIMULATED
2025-07,BLR_ST01,Silk Board Junction,Monsoon,94,54.0,94.0,20,12,0,Satisfactory,PM10,DEMO,SIMULATED
2025-07,BLR_ST02,BTM Layout CAAQMS,Monsoon,65,38.0,64.6,21,14,0,Satisfactory,PM10,DEMO,SIMULATED
2025-07,BLR_ST03,Peenya Industrial Area,Monsoon,116,64.5,116.9,17,16,0,Moderate,PM2.5,DEMO,SIMULATED
2025-07,BLR_ST04,Hebbal CAAQMS,Monsoon,83,45.9,82.7,19,18,0,Satisfactory,PM10,DEMO,SIMULATED
2025-07,BLR_ST05,Whitefield Export Promotion Industrial Park,Monsoon,79,43.5,78.8,22,17,0,Satisfactory,PM10,DEMO,SIMULATED
2025-07,BLR_ST06,Indiranagar 100ft Road,Monsoon,57,28.0,56.3,25,13,0,Satisfactory,PM10,DEMO,SIMULATED
2025-07,BLR_ST07,Jayanagar 4th Block,Monsoon,52,25.3,51.5,24,13,0,Satisfactory,PM10,DEMO,SIMULATED
2025-07,BLR_ST08,City Railway Station / Majestic,Monsoon,89,50.5,89.1,21,18,0,Satisfactory,PM10,DEMO,SIMULATED
2025-07,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Monsoon,52,26.4,51.5,22,15,0,Satisfactory,PM10,DEMO,SIMULATED
2025-07,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Monsoon,96,48.3,95.5,22,13,0,Satisfactory,PM10,DEMO,SIMULATED
2025-07,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Monsoon,47,22.6,47.2,27,14,0,Good,PM10,DEMO,SIMULATED
2025-07,BLR_ST12,Yelahanka New Town,Monsoon,48,28.4,48.1,23,18,0,Good,PM10,DEMO,SIMULATED
2025-07,BLR_ST13,Electronic City Phase 1,Monsoon,76,42.5,75.0,21,13,0,Satisfactory,PM10,DEMO,SIMULATED
2025-07,BLR_ST14,Mysore Road / Nayandahalli,Monsoon,88,47.9,87.8,23,12,0,Satisfactory,PM10,DEMO,SIMULATED
2025-08,BLR_ST01,Silk Board Junction,Monsoon,103,49.1,103.2,21,18,0,Moderate,PM10,DEMO,SIMULATED
2025-08,BLR_ST02,BTM Layout CAAQMS,Monsoon,67,33.0,66.6,21,12,0,Satisfactory,PM10,DEMO,SIMULATED
2025-08,BLR_ST03,Peenya Industrial Area,Monsoon,113,60.0,117.5,18,12,0,Moderate,PM10,DEMO,SIMULATED
2025-08,BLR_ST04,Hebbal CAAQMS,Monsoon,85,45.7,84.4,20,14,0,Satisfactory,PM10,DEMO,SIMULATED
2025-08,BLR_ST05,Whitefield Export Promotion Industrial Park,Monsoon,79,39.6,78.5,24,14,0,Satisfactory,PM10,DEMO,SIMULATED
2025-08,BLR_ST06,Indiranagar 100ft Road,Monsoon,60,31.6,58.7,24,13,0,Satisfactory,PM10,DEMO,SIMULATED
2025-08,BLR_ST07,Jayanagar 4th Block,Monsoon,46,24.4,45.9,27,16,0,Good,PM10,DEMO,SIMULATED
2025-08,BLR_ST08,City Railway Station / Majestic,Monsoon,90,50.4,89.6,21,16,0,Satisfactory,PM10,DEMO,SIMULATED
2025-08,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Monsoon,52,27.7,51.0,24,16,0,Satisfactory,PM10,DEMO,SIMULATED
2025-08,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Monsoon,85,46.3,84.9,23,14,0,Satisfactory,PM10,DEMO,SIMULATED
2025-08,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Monsoon,45,24.0,41.0,23,15,0,Good,O3,DEMO,SIMULATED
2025-08,BLR_ST12,Yelahanka New Town,Monsoon,48,29.0,47.3,26,12,0,Good,PM2.5,DEMO,SIMULATED
2025-08,BLR_ST13,Electronic City Phase 1,Monsoon,74,36.8,73.5,24,16,0,Satisfactory,PM10,DEMO,SIMULATED
2025-08,BLR_ST14,Mysore Road / Nayandahalli,Monsoon,91,47.2,91.1,21,16,0,Satisfactory,PM10,DEMO,SIMULATED
2025-09,BLR_ST01,Silk Board Junction,Monsoon,94,52.1,94.0,19,17,0,Satisfactory,PM10,DEMO,SIMULATED
2025-09,BLR_ST02,BTM Layout CAAQMS,Monsoon,71,36.8,70.2,20,18,0,Satisfactory,PM10,DEMO,SIMULATED
2025-09,BLR_ST03,Peenya Industrial Area,Monsoon,111,62.4,115.8,16,18,0,Moderate,PM10,DEMO,SIMULATED
2025-09,BLR_ST04,Hebbal CAAQMS,Monsoon,90,47.3,89.8,19,15,0,Satisfactory,PM10,DEMO,SIMULATED
2025-09,BLR_ST05,Whitefield Export Promotion Industrial Park,Monsoon,83,40.4,83.1,22,15,0,Satisfactory,PM10,DEMO,SIMULATED
2025-09,BLR_ST06,Indiranagar 100ft Road,Monsoon,56,29.0,54.6,26,14,0,Satisfactory,PM10,DEMO,SIMULATED
2025-09,BLR_ST07,Jayanagar 4th Block,Monsoon,48,27.5,48.1,25,18,0,Good,PM10,DEMO,SIMULATED
2025-09,BLR_ST08,City Railway Station / Majestic,Monsoon,91,53.2,91.3,21,12,0,Satisfactory,PM10,DEMO,SIMULATED
2025-09,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Monsoon,52,26.6,50.7,25,15,0,Satisfactory,PM10,DEMO,SIMULATED
2025-09,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Monsoon,88,51.0,87.9,21,16,0,Satisfactory,PM10,DEMO,SIMULATED
2025-09,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Monsoon,45,24.1,44.3,26,18,0,Good,O3,DEMO,SIMULATED
2025-09,BLR_ST12,Yelahanka New Town,Monsoon,48,28.1,47.8,27,17,0,Good,PM10,DEMO,SIMULATED
2025-09,BLR_ST13,Electronic City Phase 1,Monsoon,73,36.7,72.4,23,15,0,Satisfactory,PM10,DEMO,SIMULATED
2025-09,BLR_ST14,Mysore Road / Nayandahalli,Monsoon,85,46.9,84.7,20,16,0,Satisfactory,PM10,DEMO,SIMULATED
2025-10,BLR_ST01,Silk Board Junction,Post-Monsoon,197,89.1,169.9,8,14,8,Moderate,PM2.5,DEMO,SIMULATED
2025-10,BLR_ST02,BTM Layout CAAQMS,Post-Monsoon,115,59.5,121.7,19,18,0,Moderate,PM10,DEMO,SIMULATED
2025-10,BLR_ST03,Peenya Industrial Area,Post-Monsoon,279,113.7,204.4,2,16,12,Poor,PM2.5,DEMO,SIMULATED
2025-10,BLR_ST04,Hebbal CAAQMS,Post-Monsoon,174,82.2,145.6,10,17,3,Moderate,PM2.5,DEMO,SIMULATED
2025-10,BLR_ST05,Whitefield Export Promotion Industrial Park,Post-Monsoon,162,78.5,145.1,14,12,4,Moderate,PM2.5,DEMO,SIMULATED
2025-10,BLR_ST06,Indiranagar 100ft Road,Post-Monsoon,101,54.2,100.2,21,12,0,Moderate,PM10,DEMO,SIMULATED
2025-10,BLR_ST07,Jayanagar 4th Block,Post-Monsoon,82,47.9,81.9,22,12,0,Satisfactory,PM10,DEMO,SIMULATED
2025-10,BLR_ST08,City Railway Station / Majestic,Post-Monsoon,202,90.2,170.8,11,18,1,Poor,PM2.5,DEMO,SIMULATED
2025-10,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Post-Monsoon,93,53.0,92.8,18,12,0,Satisfactory,PM10,DEMO,SIMULATED
2025-10,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Post-Monsoon,172,81.4,151.5,14,18,0,Moderate,PM2.5,DEMO,SIMULATED
2025-10,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Post-Monsoon,72,42.9,71.8,21,17,0,Satisfactory,PM2.5,DEMO,SIMULATED
2025-10,BLR_ST12,Yelahanka New Town,Post-Monsoon,91,45.3,90.5,21,16,0,Satisfactory,PM10,DEMO,SIMULATED
2025-10,BLR_ST13,Electronic City Phase 1,Post-Monsoon,136,70.5,125.6,16,14,0,Moderate,PM2.5,DEMO,SIMULATED
2025-10,BLR_ST14,Mysore Road / Nayandahalli,Post-Monsoon,175,82.5,166.3,12,15,3,Moderate,PM2.5,DEMO,SIMULATED
2025-11,BLR_ST01,Silk Board Junction,Post-Monsoon,226,97.5,181.7,5,16,9,Poor,PM2.5,DEMO,SIMULATED
2025-11,BLR_ST02,BTM Layout CAAQMS,Post-Monsoon,119,57.5,127.3,19,18,0,Moderate,PM10,DEMO,SIMULATED
2025-11,BLR_ST03,Peenya Industrial Area,Post-Monsoon,232,99.3,195.5,6,16,8,Poor,PM2.5,DEMO,SIMULATED
2025-11,BLR_ST04,Hebbal CAAQMS,Post-Monsoon,185,85.6,141.3,13,18,0,Moderate,PM2.5,DEMO,SIMULATED
2025-11,BLR_ST05,Whitefield Export Promotion Industrial Park,Post-Monsoon,164,79.1,134.4,13,18,0,Moderate,PM2.5,DEMO,SIMULATED
2025-11,BLR_ST06,Indiranagar 100ft Road,Post-Monsoon,100,49.4,99.7,22,15,0,Satisfactory,PM10,DEMO,SIMULATED
2025-11,BLR_ST07,Jayanagar 4th Block,Post-Monsoon,90,46.5,89.3,22,15,0,Satisfactory,PM10,DEMO,SIMULATED
2025-11,BLR_ST08,City Railway Station / Majestic,Post-Monsoon,193,87.9,158.2,9,15,6,Moderate,PM2.5,DEMO,SIMULATED
2025-11,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Post-Monsoon,96,47.5,96.2,20,18,0,Satisfactory,PM10,DEMO,SIMULATED
2025-11,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Post-Monsoon,181,84.1,155.4,10,13,7,Moderate,PM2.5,DEMO,SIMULATED
2025-11,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Post-Monsoon,80,38.7,79.9,21,17,0,Satisfactory,PM10,DEMO,SIMULATED
2025-11,BLR_ST12,Yelahanka New Town,Post-Monsoon,92,51.0,92.3,19,12,0,Satisfactory,PM10,DEMO,SIMULATED
2025-11,BLR_ST13,Electronic City Phase 1,Post-Monsoon,126,65.6,138.5,18,18,0,Moderate,PM10,DEMO,SIMULATED
2025-11,BLR_ST14,Mysore Road / Nayandahalli,Post-Monsoon,181,84.2,166.7,13,13,4,Moderate,PM2.5,DEMO,SIMULATED
2025-12,BLR_ST01,Silk Board Junction,Winter,251,105.2,189.4,5,15,10,Poor,PM2.5,DEMO,SIMULATED
2025-12,BLR_ST02,BTM Layout CAAQMS,Winter,129,68.6,126.2,19,12,0,Moderate,PM2.5,DEMO,SIMULATED
2025-12,BLR_ST03,Peenya Industrial Area,Winter,301,120.3,240.1,1,17,12,Very Poor,PM2.5,DEMO,SIMULATED
2025-12,BLR_ST04,Hebbal CAAQMS,Winter,199,89.7,170.3,12,16,2,Moderate,PM2.5,DEMO,SIMULATED
2025-12,BLR_ST05,Whitefield Export Promotion Industrial Park,Winter,170,80.9,173.7,15,15,0,Moderate,PM2.5,DEMO,SIMULATED
2025-12,BLR_ST06,Indiranagar 100ft Road,Winter,108,62.0,106.4,20,17,0,Moderate,PM2.5,DEMO,SIMULATED
2025-12,BLR_ST07,Jayanagar 4th Block,Winter,102,47.9,100.8,21,18,0,Moderate,PM10,DEMO,SIMULATED
2025-12,BLR_ST08,City Railway Station / Majestic,Winter,259,107.6,194.9,5,16,9,Poor,PM2.5,DEMO,SIMULATED
2025-12,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Winter,110,52.9,114.0,17,13,0,Moderate,PM10,DEMO,SIMULATED
2025-12,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Winter,219,95.4,187.9,6,17,7,Poor,PM2.5,DEMO,SIMULATED
2025-12,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Winter,92,48.3,91.9,20,16,0,Satisfactory,PM10,DEMO,SIMULATED
2025-12,BLR_ST12,Yelahanka New Town,Winter,99,50.1,98.7,18,15,0,Satisfactory,PM10,DEMO,SIMULATED
2025-12,BLR_ST13,Electronic City Phase 1,Winter,159,77.7,158.1,16,17,0,Moderate,PM2.5,DEMO,SIMULATED
2025-12,BLR_ST14,Mysore Road / Nayandahalli,Winter,198,89.3,171.4,10,14,6,Moderate,PM2.5,DEMO,SIMULATED
2026-01,BLR_ST01,Silk Board Junction,Winter,235,100.3,197.7,8,17,5,Poor,PM2.5,DEMO,SIMULATED
2026-01,BLR_ST02,BTM Layout CAAQMS,Winter,127,68.0,138.9,17,12,1,Moderate,PM2.5,DEMO,SIMULATED
2026-01,BLR_ST03,Peenya Industrial Area,Winter,302,121.3,230.3,1,12,17,Very Poor,PM2.5,DEMO,SIMULATED
2026-01,BLR_ST04,Hebbal CAAQMS,Winter,207,91.9,167.0,11,12,7,Poor,PM2.5,DEMO,SIMULATED
2026-01,BLR_ST05,Whitefield Export Promotion Industrial Park,Winter,166,79.8,150.5,15,12,3,Moderate,PM2.5,DEMO,SIMULATED
2026-01,BLR_ST06,Indiranagar 100ft Road,Winter,113,63.5,109.4,17,16,0,Moderate,PM2.5,DEMO,SIMULATED
2026-01,BLR_ST07,Jayanagar 4th Block,Winter,103,49.5,102.8,17,17,0,Moderate,PM10,DEMO,SIMULATED
2026-01,BLR_ST08,City Railway Station / Majestic,Winter,213,93.7,176.9,10,17,3,Poor,PM2.5,DEMO,SIMULATED
2026-01,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Winter,105,53.5,106.4,18,14,0,Moderate,PM10,DEMO,SIMULATED
2026-01,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Winter,235,100.2,173.3,5,18,7,Poor,PM2.5,DEMO,SIMULATED
2026-01,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Winter,82,47.5,81.2,19,13,0,Satisfactory,PM10,DEMO,SIMULATED
2026-01,BLR_ST12,Yelahanka New Town,Winter,105,54.8,106.5,20,18,0,Moderate,PM10,DEMO,SIMULATED
2026-01,BLR_ST13,Electronic City Phase 1,Winter,182,84.5,154.9,10,17,3,Moderate,PM2.5,DEMO,SIMULATED
2026-01,BLR_ST14,Mysore Road / Nayandahalli,Winter,204,90.9,179.4,8,16,6,Poor,PM2.5,DEMO,SIMULATED
2026-02,BLR_ST01,Silk Board Junction,Winter,267,109.9,186.9,3,18,9,Poor,PM2.5,DEMO,SIMULATED
2026-02,BLR_ST02,BTM Layout CAAQMS,Winter,147,73.8,123.3,16,15,0,Moderate,PM2.5,DEMO,SIMULATED
2026-02,BLR_ST03,Peenya Industrial Area,Winter,294,118.3,226.6,2,13,15,Poor,PM2.5,DEMO,SIMULATED
2026-02,BLR_ST04,Hebbal CAAQMS,Winter,193,87.9,178.5,11,14,5,Moderate,PM2.5,DEMO,SIMULATED
2026-02,BLR_ST05,Whitefield Export Promotion Industrial Park,Winter,160,77.9,170.9,12,14,4,Moderate,PM2.5,DEMO,SIMULATED
2026-02,BLR_ST06,Indiranagar 100ft Road,Winter,115,64.2,112.5,18,16,0,Moderate,PM2.5,DEMO,SIMULATED
2026-02,BLR_ST07,Jayanagar 4th Block,Winter,90,52.8,90.1,23,17,0,Satisfactory,PM10,DEMO,SIMULATED
2026-02,BLR_ST08,City Railway Station / Majestic,Winter,226,97.6,196.8,9,17,4,Poor,PM2.5,DEMO,SIMULATED
2026-02,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Winter,104,60.0,104.5,19,18,0,Moderate,PM10,DEMO,SIMULATED
2026-02,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Winter,199,89.7,185.4,11,15,4,Moderate,PM2.5,DEMO,SIMULATED
2026-02,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Winter,91,49.3,91.2,22,18,0,Satisfactory,PM10,DEMO,SIMULATED
2026-02,BLR_ST12,Yelahanka New Town,Winter,99,51.4,98.6,19,14,0,Satisfactory,PM10,DEMO,SIMULATED
2026-02,BLR_ST13,Electronic City Phase 1,Winter,163,78.9,152.6,11,12,7,Moderate,PM2.5,DEMO,SIMULATED
2026-02,BLR_ST14,Mysore Road / Nayandahalli,Winter,203,90.5,176.2,10,14,6,Poor,PM2.5,DEMO,SIMULATED
2026-03,BLR_ST01,Silk Board Junction,Summer,163,78.7,143.9,12,12,6,Moderate,PM2.5,DEMO,SIMULATED
2026-03,BLR_ST02,BTM Layout CAAQMS,Summer,97,50.4,96.6,22,17,0,Satisfactory,PM10,DEMO,SIMULATED
2026-03,BLR_ST03,Peenya Industrial Area,Summer,228,98.2,168.9,9,17,4,Poor,PM2.5,DEMO,SIMULATED
2026-03,BLR_ST04,Hebbal CAAQMS,Summer,130,65.5,144.2,15,18,0,Moderate,PM10,DEMO,SIMULATED
2026-03,BLR_ST05,Whitefield Export Promotion Industrial Park,Summer,118,65.3,123.0,20,18,0,Moderate,PM2.5,DEMO,SIMULATED
2026-03,BLR_ST06,Indiranagar 100ft Road,Summer,94,50.2,93.8,19,14,0,Satisfactory,PM10,DEMO,SIMULATED
2026-03,BLR_ST07,Jayanagar 4th Block,Summer,78,38.6,77.5,20,17,0,Satisfactory,PM10,DEMO,SIMULATED
2026-03,BLR_ST08,City Railway Station / Majestic,Summer,157,77.1,156.6,15,17,0,Moderate,PM2.5,DEMO,SIMULATED
2026-03,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Summer,87,46.9,87.1,21,14,0,Satisfactory,PM10,DEMO,SIMULATED
2026-03,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Summer,136,70.5,131.1,14,15,1,Moderate,PM2.5,DEMO,SIMULATED
2026-03,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Summer,74,36.1,73.7,22,18,0,Satisfactory,PM10,DEMO,SIMULATED
2026-03,BLR_ST12,Yelahanka New Town,Summer,78,40.4,78.0,23,13,0,Satisfactory,PM10,DEMO,SIMULATED
2026-03,BLR_ST13,Electronic City Phase 1,Summer,108,62.0,109.6,20,12,0,Moderate,PM2.5,DEMO,SIMULATED
2026-03,BLR_ST14,Mysore Road / Nayandahalli,Summer,129,67.3,142.4,16,16,0,Moderate,PM10,DEMO,SIMULATED
2026-04,BLR_ST01,Silk Board Junction,Summer,181,84.3,158.9,11,12,7,Moderate,PM2.5,DEMO,SIMULATED
2026-04,BLR_ST02,BTM Layout CAAQMS,Summer,96,50.5,96.2,20,18,0,Satisfactory,PM10,DEMO,SIMULATED
2026-04,BLR_ST03,Peenya Industrial Area,Summer,206,91.6,188.1,8,17,5,Poor,PM2.5,DEMO,SIMULATED
2026-04,BLR_ST04,Hebbal CAAQMS,Summer,138,71.3,143.7,17,14,0,Moderate,PM2.5,DEMO,SIMULATED
2026-04,BLR_ST05,Whitefield Export Promotion Industrial Park,Summer,116,60.7,122.1,19,16,0,Moderate,PM10,DEMO,SIMULATED
2026-04,BLR_ST06,Indiranagar 100ft Road,Summer,91,43.0,91.1,21,15,0,Satisfactory,PM10,DEMO,SIMULATED
2026-04,BLR_ST07,Jayanagar 4th Block,Summer,80,39.5,79.8,20,16,0,Satisfactory,PM10,DEMO,SIMULATED
2026-04,BLR_ST08,City Railway Station / Majestic,Summer,148,74.3,142.4,16,12,2,Moderate,PM2.5,DEMO,SIMULATED
2026-04,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Summer,90,44.6,89.3,21,14,0,Satisfactory,PM10,DEMO,SIMULATED
2026-04,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Summer,156,76.7,138.5,12,14,4,Moderate,PM2.5,DEMO,SIMULATED
2026-04,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Summer,74,37.0,73.3,20,18,0,Satisfactory,PM10,DEMO,SIMULATED
2026-04,BLR_ST12,Yelahanka New Town,Summer,82,41.7,82.1,20,13,0,Satisfactory,PM10,DEMO,SIMULATED
2026-04,BLR_ST13,Electronic City Phase 1,Summer,117,61.4,124.1,17,14,0,Moderate,PM10,DEMO,SIMULATED
2026-04,BLR_ST14,Mysore Road / Nayandahalli,Summer,146,73.6,145.2,15,15,0,Moderate,PM2.5,DEMO,SIMULATED
2026-05,BLR_ST01,Silk Board Junction,Summer,157,77.0,152.3,13,13,4,Moderate,PM2.5,DEMO,SIMULATED
2026-05,BLR_ST02,BTM Layout CAAQMS,Summer,96,50.5,95.5,22,13,0,Satisfactory,PM10,DEMO,SIMULATED
2026-05,BLR_ST03,Peenya Industrial Area,Summer,208,92.2,164.6,11,17,2,Poor,PM2.5,DEMO,SIMULATED
2026-05,BLR_ST04,Hebbal CAAQMS,Summer,126,67.6,135.1,18,12,0,Moderate,PM2.5,DEMO,SIMULATED
2026-05,BLR_ST05,Whitefield Export Promotion Industrial Park,Summer,112,59.5,116.6,16,15,0,Moderate,PM10,DEMO,SIMULATED
2026-05,BLR_ST06,Indiranagar 100ft Road,Summer,93,43.9,92.5,22,15,0,Satisfactory,PM10,DEMO,SIMULATED
2026-05,BLR_ST07,Jayanagar 4th Block,Summer,80,42.7,80.1,24,13,0,Satisfactory,PM10,DEMO,SIMULATED
2026-05,BLR_ST08,City Railway Station / Majestic,Summer,169,80.7,138.9,11,12,7,Moderate,PM2.5,DEMO,SIMULATED
2026-05,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Summer,84,45.8,83.3,19,15,0,Satisfactory,PM10,DEMO,SIMULATED
2026-05,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Summer,165,79.4,143.4,12,17,1,Moderate,PM2.5,DEMO,SIMULATED
2026-05,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Summer,64,37.6,62.9,21,14,0,Satisfactory,PM10,DEMO,SIMULATED
2026-05,BLR_ST12,Yelahanka New Town,Summer,74,44.2,73.7,24,13,0,Satisfactory,PM2.5,DEMO,SIMULATED
2026-05,BLR_ST13,Electronic City Phase 1,Summer,115,64.2,107.4,16,12,2,Moderate,PM2.5,DEMO,SIMULATED
2026-05,BLR_ST14,Mysore Road / Nayandahalli,Summer,139,71.4,143.0,15,12,3,Moderate,PM2.5,DEMO,SIMULATED
2026-06,BLR_ST01,Silk Board Junction,Monsoon,95,56.0,95.4,21,14,0,Satisfactory,PM10,DEMO,SIMULATED
2026-06,BLR_ST02,BTM Layout CAAQMS,Monsoon,70,33.2,68.9,25,13,0,Satisfactory,PM10,DEMO,SIMULATED
2026-06,BLR_ST03,Peenya Industrial Area,Monsoon,116,58.1,123.1,17,18,0,Moderate,PM10,DEMO,SIMULATED
2026-06,BLR_ST04,Hebbal CAAQMS,Monsoon,83,41.9,82.5,19,12,0,Satisfactory,PM10,DEMO,SIMULATED
2026-06,BLR_ST05,Whitefield Export Promotion Industrial Park,Monsoon,85,40.1,84.6,20,17,0,Satisfactory,PM10,DEMO,SIMULATED
2026-06,BLR_ST06,Indiranagar 100ft Road,Monsoon,55,29.6,54.1,23,16,0,Satisfactory,PM10,DEMO,SIMULATED
2026-06,BLR_ST07,Jayanagar 4th Block,Monsoon,46,23.9,45.8,27,15,0,Good,PM10,DEMO,SIMULATED
