date,station_id,station_name,daily_mean_aqi,daily_max_aqi,daily_min_aqi,daily_mean_pm25,daily_max_pm25,daily_min_pm25,daily_mean_pm10,aqi_category,primary_pollutant,data_source,data_quality
2026-06-29,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),114,154,80,63.1,91.5,41.0,119.0,Moderate,PM10,DEMO,SIMULATED
2026-06-29,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),56,76,39,29.9,43.4,19.4,55.6,Satisfactory,PM10,DEMO,SIMULATED
2026-06-29,BLR_ST12,Yelahanka New Town,67,90,47,35.3,51.2,22.9,66.1,Satisfactory,PM10,DEMO,SIMULATED
2026-06-29,BLR_ST13,Electronic City Phase 1,95,128,66,50.0,72.5,32.5,94.8,Satisfactory,PM10,DEMO,SIMULATED
2026-06-29,BLR_ST14,Mysore Road / Nayandahalli,114,154,80,62.5,90.6,40.6,119.5,Moderate,PM10,DEMO,SIMULATED
2026-06-30,BLR_ST01,Silk Board Junction,110,148,77,62.4,90.5,40.6,112.9,Moderate,PM10,DEMO,SIMULATED
2026-06-30,BLR_ST02,BTM Layout CAAQMS,93,126,65,48.9,70.9,31.8,92.5,Satisfactory,PM10,DEMO,SIMULATED
2026-06-30,BLR_ST03,Peenya Industrial Area,168,227,118,80.2,116.3,52.1,153.6,Moderate,PM2.5,DEMO,SIMULATED
2026-06-30,BLR_ST04,Hebbal CAAQMS,103,139,72,53.5,77.6,34.8,103.1,Moderate,PM10,DEMO,SIMULATED
2026-06-30,BLR_ST05,Whitefield Export Promotion Industrial Park,91,123,64,46.3,67.1,30.1,90.4,Satisfactory,PM10,DEMO,SIMULATED
2026-06-30,BLR_ST06,Indiranagar 100ft Road,71,96,50,37.3,54.1,24.2,70.5,Satisfactory,PM10,DEMO,SIMULATED
2026-06-30,BLR_ST07,Jayanagar 4th Block,59,80,41,30.5,44.2,19.8,57.8,Satisfactory,PM10,DEMO,SIMULATED
2026-06-30,BLR_ST08,City Railway Station / Majestic,110,148,77,61.1,88.6,39.7,114.2,Moderate,PM10,DEMO,SIMULATED
2026-06-30,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),74,100,52,39.0,56.5,25.4,73.7,Satisfactory,PM10,DEMO,SIMULATED
2026-06-30,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),122,165,85,66.4,96.3,43.2,125.3,Moderate,PM2.5,DEMO,SIMULATED
2026-06-30,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),63,85,44,33.3,48.3,21.6,61.8,Satisfactory,PM10,DEMO,SIMULATED
2026-06-30,BLR_ST12,Yelahanka New Town,57,77,40,30.2,43.8,19.6,56.6,Satisfactory,PM10,DEMO,SIMULATED
2026-06-30,BLR_ST13,Electronic City Phase 1,98,132,69,51.6,74.8,33.5,97.9,Satisfactory,PM10,DEMO,SIMULATED
2026-06-30,BLR_ST14,Mysore Road / Nayandahalli,115,155,80,63.2,91.6,41.1,120.8,Moderate,PM10,DEMO,SIMULATED
2026-07-01,BLR_ST01,Silk Board Junction,136,184,95,70.6,102.4,45.9,127.7,Moderate,PM2.5,DEMO,SIMULATED
2026-07-01,BLR_ST02,BTM Layout CAAQMS,76,103,53,40.1,58.1,26.1,75.9,Satisfactory,PM10,DEMO,SIMULATED
2026-07-01,BLR_ST03,Peenya Industrial Area,152,205,106,75.6,109.6,49.1,144.7,Moderate,PM2.5,DEMO,SIMULATED
2026-07-01,BLR_ST04,Hebbal CAAQMS,103,139,72,53.1,77.0,34.5,102.3,Moderate,PM10,DEMO,SIMULATED
2026-07-01,BLR_ST05,Whitefield Export Promotion Industrial Park,102,138,71,52.1,75.5,33.9,101.7,Moderate,PM10,DEMO,SIMULATED
2026-07-01,BLR_ST06,Indiranagar 100ft Road,65,88,46,33.9,49.2,22.0,64.1,Satisfactory,PM10,DEMO,SIMULATED
2026-07-01,BLR_ST07,Jayanagar 4th Block,69,93,48,36.3,52.6,23.6,68.7,Satisfactory,PM10,DEMO,SIMULATED
2026-07-01,BLR_ST08,City Railway Station / Majestic,122,165,85,66.3,96.1,43.1,123.8,Moderate,PM2.5,DEMO,SIMULATED
2026-07-01,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),62,84,43,32.3,46.8,21.0,61.2,Satisfactory,PM10,DEMO,SIMULATED
2026-07-01,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),123,166,86,66.7,96.7,43.4,125.8,Moderate,PM2.5,DEMO,SIMULATED
2026-07-01,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),61,82,43,32.7,47.4,21.3,60.7,Satisfactory,PM10,DEMO,SIMULATED
2026-07-01,BLR_ST12,Yelahanka New Town,65,88,46,34.3,49.7,22.3,64.2,Satisfactory,PM10,DEMO,SIMULATED
2026-07-01,BLR_ST13,Electronic City Phase 1,98,132,69,51.8,75.1,33.7,98.3,Satisfactory,PM10,DEMO,SIMULATED
2026-07-01,BLR_ST14,Mysore Road / Nayandahalli,106,143,74,56.2,81.5,36.5,107.4,Moderate,PM10,DEMO,SIMULATED
2026-07-02,BLR_ST01,Silk Board Junction,148,200,104,74.1,107.4,48.2,134.0,Moderate,PM2.5,DEMO,SIMULATED
2026-07-02,BLR_ST02,BTM Layout CAAQMS,76,103,53,39.7,57.6,25.8,75.1,Satisfactory,PM10,DEMO,SIMULATED
2026-07-02,BLR_ST03,Peenya Industrial Area,125,169,88,67.3,97.6,43.7,128.9,Moderate,PM2.5,DEMO,SIMULATED
2026-07-02,BLR_ST04,Hebbal CAAQMS,99,134,69,51.3,74.4,33.3,98.9,Satisfactory,PM10,DEMO,SIMULATED
2026-07-02,BLR_ST05,Whitefield Export Promotion Industrial Park,107,144,75,55.8,80.9,36.3,109.0,Moderate,PM10,DEMO,SIMULATED
2026-07-02,BLR_ST06,Indiranagar 100ft Road,65,88,46,33.9,49.2,22.0,63.9,Satisfactory,PM10,DEMO,SIMULATED
2026-07-02,BLR_ST07,Jayanagar 4th Block,63,85,44,32.7,47.4,21.3,62.0,Satisfactory,PM10,DEMO,SIMULATED
2026-07-02,BLR_ST08,City Railway Station / Majestic,111,150,78,61.7,89.5,40.1,115.3,Moderate,PM10,DEMO,SIMULATED
2026-07-02,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),75,101,52,39.6,57.4,25.7,74.9,Satisfactory,PM10,DEMO,SIMULATED
2026-07-02,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),105,142,74,56.4,81.8,36.7,106.4,Moderate,PM10,DEMO,SIMULATED
2026-07-02,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),53,72,37,28.0,40.6,18.2,51.9,Satisfactory,PM10,DEMO,SIMULATED
2026-07-02,BLR_ST12,Yelahanka New Town,61,82,43,32.4,47.0,21.1,60.7,Satisfactory,PM10,DEMO,SIMULATED
2026-07-02,BLR_ST13,Electronic City Phase 1,100,135,70,52.7,76.4,34.3,99.9,Satisfactory,PM10,DEMO,SIMULATED
2026-07-02,BLR_ST14,Mysore Road / Nayandahalli,111,150,78,60.4,87.6,39.3,115.5,Moderate,PM10,DEMO,SIMULATED
2026-07-03,BLR_ST01,Silk Board Junction,134,181,94,69.9,101.4,45.4,126.4,Moderate,PM2.5,DEMO,SIMULATED
2026-07-03,BLR_ST02,BTM Layout CAAQMS,80,108,56,41.9,60.8,27.2,79.3,Satisfactory,PM10,DEMO,SIMULATED
2026-07-03,BLR_ST03,Peenya Industrial Area,134,181,94,70.1,101.6,45.6,134.2,Moderate,PM2.5,DEMO,SIMULATED
2026-07-03,BLR_ST04,Hebbal CAAQMS,97,131,68,50.2,72.8,32.6,96.8,Satisfactory,PM10,DEMO,SIMULATED
2026-07-03,BLR_ST05,Whitefield Export Promotion Industrial Park,94,127,66,47.9,69.5,31.1,93.5,Satisfactory,PM10,DEMO,SIMULATED
2026-07-03,BLR_ST06,Indiranagar 100ft Road,76,103,53,40.0,58.0,26.0,75.5,Satisfactory,PM10,DEMO,SIMULATED
2026-07-03,BLR_ST07,Jayanagar 4th Block,63,85,44,32.7,47.4,21.3,61.9,Satisfactory,PM10,DEMO,SIMULATED
2026-07-03,BLR_ST08,City Railway Station / Majestic,105,142,74,57.2,82.9,37.2,106.8,Moderate,PM10,DEMO,SIMULATED
2026-07-03,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),62,84,43,32.5,47.1,21.1,61.6,Satisfactory,PM10,DEMO,SIMULATED
2026-07-03,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),109,147,76,59.3,86.0,38.5,111.9,Moderate,PM10,DEMO,SIMULATED
2026-07-03,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),54,73,38,28.8,41.8,18.7,53.5,Satisfactory,PM10,DEMO,SIMULATED
2026-07-03,BLR_ST12,Yelahanka New Town,64,86,45,34.0,49.3,22.1,63.7,Satisfactory,PM10,DEMO,SIMULATED
2026-07-03,BLR_ST13,Electronic City Phase 1,103,139,72,54.3,78.7,35.3,103.0,Moderate,PM10,DEMO,SIMULATED
2026-07-03,BLR_ST14,Mysore Road / Nayandahalli,102,138,71,53.3,77.3,34.6,101.8,Moderate,PM10,DEMO,SIMULATED
2026-07-04,BLR_ST01,Silk Board Junction,110,148,77,62.7,90.9,40.8,113.4,Moderate,PM2.5,DEMO,SIMULATED
2026-07-04,BLR_ST02,BTM Layout CAAQMS,78,105,55,41.1,59.6,26.7,77.7,Satisfactory,PM10,DEMO,SIMULATED
2026-07-04,BLR_ST03,Peenya Industrial Area,124,167,87,66.9,97.0,43.5,128.2,Moderate,PM2.5,DEMO,SIMULATED
2026-07-04,BLR_ST04,Hebbal CAAQMS,98,132,69,51.0,74.0,33.1,98.3,Satisfactory,PM10,DEMO,SIMULATED
2026-07-04,BLR_ST05,Whitefield Export Promotion Industrial Park,104,140,73,53.5,77.6,34.8,104.5,Moderate,PM10,DEMO,SIMULATED
2026-07-04,BLR_ST06,Indiranagar 100ft Road,76,103,53,40.2,58.3,26.1,75.8,Satisfactory,PM10,DEMO,SIMULATED
2026-07-04,BLR_ST07,Jayanagar 4th Block,64,86,45,33.3,48.3,21.6,63.1,Satisfactory,PM10,DEMO,SIMULATED
2026-07-04,BLR_ST08,City Railway Station / Majestic,103,139,72,55.1,79.9,35.8,102.9,Moderate,PM10,DEMO,SIMULATED
2026-07-04,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),72,97,50,38.0,55.1,24.7,71.9,Satisfactory,PM10,DEMO,SIMULATED
2026-07-04,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),106,143,74,57.0,82.6,37.1,107.5,Moderate,PM10,DEMO,SIMULATED
2026-07-04,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),49,66,34,26.4,38.3,17.2,49.1,Good,PM10,DEMO,SIMULATED
2026-07-04,BLR_ST12,Yelahanka New Town,60,81,42,31.5,45.7,20.5,59.0,Satisfactory,PM10,DEMO,SIMULATED
2026-07-04,BLR_ST13,Electronic City Phase 1,89,120,62,46.9,68.0,30.5,88.9,Satisfactory,PM10,DEMO,SIMULATED
2026-07-04,BLR_ST14,Mysore Road / Nayandahalli,107,144,75,57.1,82.8,37.1,109.2,Moderate,PM10,DEMO,SIMULATED
2026-07-05,BLR_ST01,Silk Board Junction,128,173,90,68.1,98.7,44.3,123.2,Moderate,PM2.5,DEMO,SIMULATED
2026-07-05,BLR_ST02,BTM Layout CAAQMS,78,105,55,40.8,59.2,26.5,77.2,Satisfactory,PM10,DEMO,SIMULATED
2026-07-05,BLR_ST03,Peenya Industrial Area,173,234,121,81.8,118.6,53.2,156.7,Moderate,PM2.5,DEMO,SIMULATED
2026-07-05,BLR_ST04,Hebbal CAAQMS,95,128,66,49.0,71.0,31.9,94.5,Satisfactory,PM10,DEMO,SIMULATED
2026-07-05,BLR_ST05,Whitefield Export Promotion Industrial Park,97,131,68,49.7,72.1,32.3,97.1,Satisfactory,PM10,DEMO,SIMULATED
2026-07-05,BLR_ST06,Indiranagar 100ft Road,70,94,49,36.6,53.1,23.8,69.1,Satisfactory,PM10,DEMO,SIMULATED
2026-07-05,BLR_ST07,Jayanagar 4th Block,64,86,45,33.5,48.6,21.8,63.5,Satisfactory,PM10,DEMO,SIMULATED
2026-07-05,BLR_ST08,City Railway Station / Majestic,106,143,74,57.9,84.0,37.6,108.1,Moderate,PM10,DEMO,SIMULATED
2026-07-05,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),66,89,46,34.6,50.2,22.5,65.5,Satisfactory,PM10,DEMO,SIMULATED
2026-07-05,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),114,154,80,63.4,91.9,41.2,119.6,Moderate,PM10,DEMO,SIMULATED
2026-07-05,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),49,66,34,26.6,38.6,17.3,49.4,Good,PM10,DEMO,SIMULATED
2026-07-05,BLR_ST12,Yelahanka New Town,56,76,39,29.4,42.6,19.1,55.1,Satisfactory,PM10,DEMO,SIMULATED
2026-07-05,BLR_ST13,Electronic City Phase 1,99,134,69,52.1,75.5,33.9,98.8,Satisfactory,PM10,DEMO,SIMULATED
2026-07-05,BLR_ST14,Mysore Road / Nayandahalli,115,155,80,63.1,91.5,41.0,120.7,Moderate,PM10,DEMO,SIMULATED
2026-07-06,BLR_ST01,Silk Board Junction,106,143,74,59.2,85.8,38.5,107.0,Moderate,PM10,DEMO,SIMULATED
2026-07-06,BLR_ST02,BTM Layout CAAQMS,88,119,62,46.3,67.1,30.1,87.7,Satisfactory,PM10,DEMO,SIMULATED
2026-07-06,BLR_ST03,Peenya Industrial Area,136,184,95,70.5,102.2,45.8,135.0,Moderate,PM2.5,DEMO,SIMULATED
2026-07-06,BLR_ST04,Hebbal CAAQMS,107,144,75,56.6,82.1,36.8,109.1,Moderate,PM10,DEMO,SIMULATED
2026-07-06,BLR_ST05,Whitefield Export Promotion Industrial Park,102,138,71,52.4,76.0,34.1,102.2,Moderate,PM10,DEMO,SIMULATED
2026-07-06,BLR_ST06,Indiranagar 100ft Road,71,96,50,37.5,54.4,24.4,70.8,Satisfactory,PM10,DEMO,SIMULATED
2026-07-06,BLR_ST07,Jayanagar 4th Block,57,77,40,29.6,42.9,19.2,56.1,Satisfactory,PM10,DEMO,SIMULATED
2026-07-06,BLR_ST08,City Railway Station / Majestic,120,162,84,65.8,95.4,42.8,122.8,Moderate,PM2.5,DEMO,SIMULATED
2026-07-06,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),59,80,41,30.7,44.5,20.0,58.2,Satisfactory,PM10,DEMO,SIMULATED
2026-07-06,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),99,134,69,52.6,76.3,34.2,99.2,Satisfactory,PM10,DEMO,SIMULATED
2026-07-06,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),60,81,42,31.7,46.0,20.6,58.9,Satisfactory,PM10,DEMO,SIMULATED
2026-07-06,BLR_ST12,Yelahanka New Town,62,84,43,32.6,47.3,21.2,61.2,Satisfactory,PM10,DEMO,SIMULATED
2026-07-06,BLR_ST13,Electronic City Phase 1,83,112,58,43.7,63.4,28.4,82.8,Satisfactory,PM10,DEMO,SIMULATED
2026-07-06,BLR_ST14,Mysore Road / Nayandahalli,113,153,79,61.7,89.5,40.1,117.9,Moderate,PM10,DEMO,SIMULATED
2026-07-07,BLR_ST01,Silk Board Junction,133,180,93,69.6,100.9,45.2,125.9,Moderate,PM2.5,DEMO,SIMULATED
2026-07-07,BLR_ST02,BTM Layout CAAQMS,78,105,55,41.0,59.4,26.7,77.6,Satisfactory,PM10,DEMO,SIMULATED
2026-07-07,BLR_ST03,Peenya Industrial Area,116,157,81,64.4,93.4,41.9,123.3,Moderate,PM2.5,DEMO,SIMULATED
2026-07-07,BLR_ST04,Hebbal CAAQMS,104,140,73,54.0,78.3,35.1,104.2,Moderate,PM10,DEMO,SIMULATED
2026-07-07,BLR_ST05,Whitefield Export Promotion Industrial Park,91,123,64,46.3,67.1,30.1,90.4,Satisfactory,PM10,DEMO,SIMULATED
2026-07-07,BLR_ST06,Indiranagar 100ft Road,71,96,50,37.2,53.9,24.2,70.2,Satisfactory,PM10,DEMO,SIMULATED
2026-07-07,BLR_ST07,Jayanagar 4th Block,64,86,45,33.6,48.7,21.8,63.7,Satisfactory,PM10,DEMO,SIMULATED
2026-07-07,BLR_ST08,City Railway Station / Majestic,108,146,76,59.3,86.0,38.5,110.7,Moderate,PM10,DEMO,SIMULATED
2026-07-07,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),59,80,41,30.6,44.4,19.9,57.9,Satisfactory,PM10,DEMO,SIMULATED
2026-07-07,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),111,150,78,60.9,88.3,39.6,114.9,Moderate,PM10,DEMO,SIMULATED
2026-07-07,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),49,66,34,26.5,38.4,17.2,49.2,Good,PM10,DEMO,SIMULATED
2026-07-07,BLR_ST12,Yelahanka New Town,58,78,41,30.6,44.4,19.9,57.4,Satisfactory,PM10,DEMO,SIMULATED
2026-07-07,BLR_ST13,Electronic City Phase 1,84,113,59,44.1,63.9,28.7,83.6,Satisfactory,PM10,DEMO,SIMULATED
2026-07-07,BLR_ST14,Mysore Road / Nayandahalli,102,138,71,52.9,76.7,34.4,101.2,Moderate,PM10,DEMO,SIMULATED
2026-07-08,BLR_ST01,Silk Board Junction,134,181,94,70.0,101.5,45.5,126.6,Moderate,PM2.5,DEMO,SIMULATED
2026-07-08,BLR_ST02,BTM Layout CAAQMS,72,97,50,37.7,54.7,24.5,71.4,Satisfactory,PM10,DEMO,SIMULATED
2026-07-08,BLR_ST03,Peenya Industrial Area,147,198,103,73.9,107.2,48.0,141.5,Moderate,PM2.5,DEMO,SIMULATED
2026-07-08,BLR_ST04,Hebbal CAAQMS,98,132,69,50.9,73.8,33.1,98.1,Satisfactory,PM10,DEMO,SIMULATED
2026-07-08,BLR_ST05,Whitefield Export Promotion Industrial Park,93,126,65,47.5,68.9,30.9,92.8,Satisfactory,PM10,DEMO,SIMULATED
2026-07-08,BLR_ST06,Indiranagar 100ft Road,68,92,48,35.6,51.6,23.1,67.1,Satisfactory,PM10,DEMO,SIMULATED
2026-07-08,BLR_ST07,Jayanagar 4th Block,60,81,42,31.4,45.5,20.4,59.5,Satisfactory,PM10,DEMO,SIMULATED
2026-07-08,BLR_ST08,City Railway Station / Majestic,102,138,71,54.1,78.4,35.2,101.0,Moderate,PM10,DEMO,SIMULATED
2026-07-08,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),62,84,43,32.5,47.1,21.1,61.5,Satisfactory,PM10,DEMO,SIMULATED
2026-07-08,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),100,135,70,52.9,76.7,34.4,99.9,Satisfactory,PM10,DEMO,SIMULATED
2026-07-08,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),49,66,34,26.5,38.4,17.2,49.2,Good,PM10,DEMO,SIMULATED
2026-07-08,BLR_ST12,Yelahanka New Town,68,92,48,35.7,51.8,23.2,66.9,Satisfactory,PM10,DEMO,SIMULATED
2026-07-08,BLR_ST13,Electronic City Phase 1,91,123,64,47.7,69.2,31.0,90.4,Satisfactory,PM10,DEMO,SIMULATED
2026-07-08,BLR_ST14,Mysore Road / Nayandahalli,107,144,75,57.3,83.1,37.2,109.5,Moderate,PM10,DEMO,SIMULATED
2026-07-09,BLR_ST01,Silk Board Junction,128,173,90,68.3,99.0,44.4,123.6,Moderate,PM2.5,DEMO,SIMULATED
2026-07-09,BLR_ST02,BTM Layout CAAQMS,86,116,60,45.2,65.5,29.4,85.5,Satisfactory,PM10,DEMO,SIMULATED
2026-07-09,BLR_ST03,Peenya Industrial Area,166,224,116,79.8,115.7,51.9,152.8,Moderate,PM2.5,DEMO,SIMULATED
2026-07-09,BLR_ST04,Hebbal CAAQMS,108,146,76,57.5,83.4,37.4,110.9,Moderate,PM10,DEMO,SIMULATED
2026-07-09,BLR_ST05,Whitefield Export Promotion Industrial Park,94,127,66,48.0,69.6,31.2,93.7,Satisfactory,PM10,DEMO,SIMULATED
2026-07-09,BLR_ST06,Indiranagar 100ft Road,70,94,49,36.5,52.9,23.7,68.9,Satisfactory,PM10,DEMO,SIMULATED
2026-07-09,BLR_ST07,Jayanagar 4th Block,59,80,41,30.7,44.5,20.0,58.2,Satisfactory,PM10,DEMO,SIMULATED
2026-07-09,BLR_ST08,City Railway Station / Majestic,121,163,85,66.0,95.7,42.9,123.2,Moderate,PM2.5,DEMO,SIMULATED
2026-07-09,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),65,88,46,34.1,49.4,22.2,64.5,Satisfactory,PM10,DEMO,SIMULATED
2026-07-09,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),105,142,74,56.1,81.3,36.5,105.8,Moderate,PM10,DEMO,SIMULATED
2026-07-09,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),49,66,34,26.2,38.0,17.0,48.7,Good,PM10,DEMO,SIMULATED
2026-07-09,BLR_ST12,Yelahanka New Town,59,80,41,31.0,44.9,20.2,58.2,Satisfactory,PM10,DEMO,SIMULATED
2026-07-09,BLR_ST13,Electronic City Phase 1,84,113,59,43.9,63.7,28.5,83.2,Satisfactory,PM10,DEMO,SIMULATED
2026-07-09,BLR_ST14,Mysore Road / Nayandahalli,111,150,78,60.4,87.6,39.3,115.5,Moderate,PM10,DEMO,SIMULATED
2026-07-10,BLR_ST01,Silk Board Junction,126,170,88,67.5,97.9,43.9,122.1,Moderate,PM2.5,DEMO,SIMULATED
2026-07-10,BLR_ST02,BTM Layout CAAQMS,71,96,50,37.5,54.4,24.4,70.9,Satisfactory,PM10,DEMO,SIMULATED
2026-07-10,BLR_ST03,Peenya Industrial Area,165,223,115,79.3,115.0,51.5,151.9,Moderate,PM2.5,DEMO,SIMULATED
2026-07-10,BLR_ST04,Hebbal CAAQMS,104,140,73,53.9,78.2,35.0,103.9,Moderate,PM10,DEMO,SIMULATED
2026-07-10,BLR_ST05,Whitefield Export Promotion Industrial Park,103,139,72,52.5,76.1,34.1,102.5,Moderate,PM10,DEMO,SIMULATED
2026-07-10,BLR_ST06,Indiranagar 100ft Road,76,103,53,40.2,58.3,26.1,75.8,Satisfactory,PM10,DEMO,SIMULATED
2026-07-10,BLR_ST07,Jayanagar 4th Block,65,88,46,34.1,49.4,22.2,64.7,Satisfactory,PM10,DEMO,SIMULATED
2026-07-10,BLR_ST08,City Railway Station / Majestic,101,136,71,53.9,78.2,35.0,100.7,Moderate,PM10,DEMO,SIMULATED
2026-07-10,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),67,90,47,35.1,50.9,22.8,66.5,Satisfactory,PM10,DEMO,SIMULATED
2026-07-10,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),102,138,71,54.0,78.3,35.1,102.0,Moderate,PM10,DEMO,SIMULATED
2026-07-10,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),57,77,40,30.4,44.1,19.8,56.4,Satisfactory,PM10,DEMO,SIMULATED
2026-07-10,BLR_ST12,Yelahanka New Town,67,90,47,35.5,51.5,23.1,66.5,Satisfactory,PM10,DEMO,SIMULATED
2026-07-10,BLR_ST13,Electronic City Phase 1,80,108,56,41.8,60.6,27.2,79.2,Satisfactory,PM10,DEMO,SIMULATED
2026-07-10,BLR_ST14,Mysore Road / Nayandahalli,112,151,78,61.4,89.0,39.9,117.3,Moderate,PM10,DEMO,SIMULATED
2026-07-11,BLR_ST01,Silk Board Junction,105,142,74,58.7,85.1,38.2,106.1,Moderate,PM10,DEMO,SIMULATED
2026-07-11,BLR_ST02,BTM Layout CAAQMS,86,116,60,45.1,65.4,29.3,85.4,Satisfactory,PM10,DEMO,SIMULATED
2026-07-11,BLR_ST03,Peenya Industrial Area,152,205,106,75.5,109.5,49.1,144.6,Moderate,PM2.5,DEMO,SIMULATED
2026-07-11,BLR_ST04,Hebbal CAAQMS,99,134,69,51.3,74.4,33.3,99.0,Satisfactory,PM10,DEMO,SIMULATED
2026-07-11,BLR_ST05,Whitefield Export Promotion Industrial Park,103,139,72,53.0,76.8,34.5,103.5,Moderate,PM10,DEMO,SIMULATED
2026-07-11,BLR_ST06,Indiranagar 100ft Road,73,99,51,38.6,56.0,25.1,72.9,Satisfactory,PM10,DEMO,SIMULATED
2026-07-11,BLR_ST07,Jayanagar 4th Block,54,73,38,28.1,40.7,18.3,53.2,Satisfactory,PM10,DEMO,SIMULATED
2026-07-11,BLR_ST08,City Railway Station / Majestic,110,148,77,60.6,87.9,39.4,113.2,Moderate,PM10,DEMO,SIMULATED
2026-07-11,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),69,93,48,36.1,52.3,23.5,68.4,Satisfactory,PM10,DEMO,SIMULATED
2026-07-11,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),109,147,76,59.6,86.4,38.7,112.4,Moderate,PM10,DEMO,SIMULATED
2026-07-11,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),58,78,41,30.8,44.7,20.0,57.2,Satisfactory,PM10,DEMO,SIMULATED
2026-07-11,BLR_ST12,Yelahanka New Town,54,73,38,28.4,41.2,18.5,53.3,Satisfactory,PM10,DEMO,SIMULATED
2026-07-11,BLR_ST13,Electronic City Phase 1,93,126,65,48.7,70.6,31.7,92.4,Satisfactory,PM10,DEMO,SIMULATED
2026-07-11,BLR_ST14,Mysore Road / Nayandahalli,111,150,78,60.3,87.4,39.2,115.3,Moderate,PM10,DEMO,SIMULATED
2026-07-12,BLR_ST01,Silk Board Junction,112,151,78,63.4,91.9,41.2,114.8,Moderate,PM2.5,DEMO,SIMULATED
2026-07-12,BLR_ST02,BTM Layout CAAQMS,80,108,56,42.0,60.9,27.3,79.5,Satisfactory,PM10,DEMO,SIMULATED
2026-07-12,BLR_ST03,Peenya Industrial Area,117,158,82,64.8,94.0,42.1,124.1,Moderate,PM2.5,DEMO,SIMULATED
2026-07-12,BLR_ST04,Hebbal CAAQMS,110,148,77,59.0,85.5,38.4,113.8,Moderate,PM10,DEMO,SIMULATED
2026-07-12,BLR_ST05,Whitefield Export Promotion Industrial Park,104,140,73,53.2,77.1,34.6,103.8,Moderate,PM10,DEMO,SIMULATED
2026-07-12,BLR_ST06,Indiranagar 100ft Road,67,90,47,35.4,51.3,23.0,66.7,Satisfactory,PM10,DEMO,SIMULATED
2026-07-12,BLR_ST07,Jayanagar 4th Block,56,76,39,28.9,41.9,18.8,54.7,Satisfactory,PM10,DEMO,SIMULATED
2026-07-12,BLR_ST08,City Railway Station / Majestic,107,144,75,58.8,85.3,38.2,109.8,Moderate,PM10,DEMO,SIMULATED
2026-07-12,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),58,78,41,30.1,43.6,19.6,57.1,Satisfactory,PM10,DEMO,SIMULATED
2026-07-12,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),100,135,70,52.9,76.7,34.4,99.8,Satisfactory,PM10,DEMO,SIMULATED
2026-07-12,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),48,65,34,26.0,37.7,16.9,48.3,Good,PM10,DEMO,SIMULATED
2026-07-12,BLR_ST12,Yelahanka New Town,61,82,43,32.0,46.4,20.8,60.1,Satisfactory,PM10,DEMO,SIMULATED
2026-07-12,BLR_ST13,Electronic City Phase 1,78,105,55,40.6,58.9,26.4,77.1,Satisfactory,PM10,DEMO,SIMULATED
2026-07-12,BLR_ST14,Mysore Road / Nayandahalli,110,148,77,59.6,86.4,38.7,113.9,Moderate,PM10,DEMO,SIMULATED
